breweries_name,name,abv,breweries_established,breweries_id,breweries_locations_10_createDate,breweries_locations_10_id,breweries_locations_10_latitude,breweries_locations_10_locality,breweries_locations_10_locationType,breweries_locations_10_longitude,breweries_locations_10_name,breweries_locations_10_postal,breweries_locations_10_region,breweries_locations_10_streetAddress,breweries_locations_11_createDate,breweries_locations_11_id,breweries_locations_11_latitude,breweries_locations_11_locality,breweries_locations_11_locationType,breweries_locations_11_longitude,breweries_locations_11_name,breweries_locations_11_postal,breweries_locations_11_region,breweries_locations_11_streetAddress,breweries_locations_12_createDate,breweries_locations_12_id,breweries_locations_12_latitude,breweries_locations_12_locality,breweries_locations_12_locationType,breweries_locations_12_longitude,breweries_locations_12_name,breweries_locations_12_postal,breweries_locations_12_region,breweries_locations_12_streetAddress,breweries_locations_1_createDate,breweries_locations_1_id,breweries_locations_1_latitude,breweries_locations_1_locality,breweries_locations_1_locationType,breweries_locations_1_longitude,breweries_locations_1_name,breweries_locations_1_postal,breweries_locations_1_region,breweries_locations_1_streetAddress,breweries_locations_2_createDate,breweries_locations_2_id,breweries_locations_2_latitude,breweries_locations_2_locality,breweries_locations_2_locationType,breweries_locations_2_longitude,breweries_locations_2_name,breweries_locations_2_postal,breweries_locations_2_region,breweries_locations_2_streetAddress,breweries_locations_3_createDate,breweries_locations_3_id,breweries_locations_3_latitude,breweries_locations_3_locality,breweries_locations_3_locationType,breweries_locations_3_longitude,breweries_locations_3_name,breweries_locations_3_postal,breweries_locations_3_region,breweries_locations_3_streetAddress,breweries_locations_4_createDate,breweries_locations_4_id,breweries_locations_4_latitude,breweries_locations_4_locality,breweries_locations_4_locationType,breweries_locations_4_longitude,breweries_locations_4_name,breweries_locations_4_postal,breweries_locations_4_region,breweries_locations_4_streetAddress,breweries_locations_5_createDate,breweries_locations_5_id,breweries_locations_5_latitude,breweries_locations_5_locality,breweries_locations_5_locationType,breweries_locations_5_longitude,breweries_locations_5_name,breweries_locations_5_postal,breweries_locations_5_region,breweries_locations_5_streetAddress,breweries_locations_6_createDate,breweries_locations_6_id,breweries_locations_6_latitude,breweries_locations_6_locality,breweries_locations_6_locationType,breweries_locations_6_longitude,breweries_locations_6_name,breweries_locations_6_postal,breweries_locations_6_region,breweries_locations_6_streetAddress,breweries_locations_7_createDate,breweries_locations_7_id,breweries_locations_7_latitude,breweries_locations_7_locality,breweries_locations_7_locationType,breweries_locations_7_longitude,breweries_locations_7_name,breweries_locations_7_postal,breweries_locations_7_region,breweries_locations_7_streetAddress,breweries_locations_8_createDate,breweries_locations_8_id,breweries_locations_8_latitude,breweries_locations_8_locality,breweries_locations_8_locationType,breweries_locations_8_longitude,breweries_locations_8_name,breweries_locations_8_postal,breweries_locations_8_region,breweries_locations_8_streetAddress,breweries_locations_9_createDate,breweries_locations_9_id,breweries_locations_9_latitude,breweries_locations_9_locality,breweries_locations_9_locationType,breweries_locations_9_longitude,breweries_locations_9_name,breweries_locations_9_postal,breweries_locations_9_region,breweries_locations_9_streetAddress,createDate,id,isOrganic,isRetired,status,style_abvMax,style_abvMin,style_category_id,style_category_name,style_fgMax,style_fgMin,style_ibuMax,style_ibuMin,style_id,style_name,style_ogMin,style_shortName,style_srmMax,style_srmMin
Wachusett Brewing Company,Revered Red,5.4,1994,DifSi4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-01-03 02:42:12,NbGMT2,42.5584168,Westminster,brewpub,-71.8707812,Main Brewery,01473,Massachusetts,175 State Road East,2018-08-09 19:53:11,sQW1Zu,42.5584727,WESTMINSTER,brewpub,-71.8706864,Wachusett Brew Yard,01473-1208,MA,175 State Rd E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014-01-22 14:31:23,xZCUbm,N,N,verified,6,4.5,3.0,North American Origin Ales,1.018,1.012,40,30,32.0,American-Style Amber/Red Ale,1.048,Amber,18,11
Sierra Nevada Brewing Company,Rhizing Bines,8,1980,nHLlnK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-01-03 02:42:08,IaQrxj,39.7246028,Chico,micro,-121.8157154,Main Brewery,95928,California,1075 East 20th St,2012-03-29 20:56:05,aqLvLE,35.4303824,Fletcher,micro,-82.5489214,Asheville,28732,North Carolina,100 Sierra Nevada Way,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-09-18 01:41:16,bztkAM,N,Y,verified,10.5,7.5,3.0,North American Origin Ales,1.02,1.012,100,65,31.0,Imperial or Double India Pale Ale,1.075,Imperial IPA,13,5
New Holland Brewing Company,RIPA,5.9,1996,AqEUBQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-01-03 02:42:03,awYZlE,42.7900238,Holland,micro,-86.1041945,New Holland Brewing,49423,Michigan,66 East 8th Street,2012-03-07 14:26:41,qncYRx,42.817486,Holland,office,-86.113203,"Production Campus, Sales & Marketing",49424,Michigan,684 Commerce Court,2012-03-07 14:27:26,T7LMbO,42.81753,Holland,production,-86.113203,Production Facility,49424,Michigan,690 Commerce Court,2014-09-03 13:59:03,JAvSVM,42.790018,Holland,micro,-86.104134,New Holland - Brew Pub,49423,Michigan,66 East 8th Street,2017-06-02 15:46:01,Db1S1w,42.9705881,Grand Rapids,restaurant,-85.6797148,The Knickerbocker,49504,Michigan,417 Bridge Street NW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-03-22 14:33:45,O9XhOw,N,N,verified,4.5,4,2.0,Irish Origin Ales,1.014,1.01,28,20,22.0,Irish-Style Red Ale,1.04,Irish Red,18,11
Zero Gravity Craft Brewery,Ripley Tripel,9.6,2004,VEY3Xa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-01-03 02:42:13,dMbTUT,44.4596386,Burlington,brewpub,-73.2137346,Main Brewery,05401,Vermont,716 Pine St,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-04-06 18:42:26,0UTcHS,N,N,verified,10,7,5.0,Belgian And French Origin Ales,1.018,1.01,45,20,59.0,Belgian-Style Tripel,1.07,Belgian Tripel,9,4
Sierra Nevada Brewing Company,River Ryed Rye IPA,6,1980,nHLlnK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-01-03 02:42:08,IaQrxj,39.7246028,Chico,micro,-121.8157154,Main Brewery,95928,California,1075 East 20th St,2012-03-29 20:56:05,aqLvLE,35.4303824,Fletcher,micro,-82.5489214,Asheville,28732,North Carolina,100 Sierra Nevada Way,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-05-20 23:18:41,XlDXNh,N,N,verified,,,11.0,Hybrid/mixed Beer,,,,,117.0,Rye Ale or Lager with or without Yeast,,Rye Ale,,
Oskar Blues Brewery,Robert Beedus Jr,,1997,q6vJUK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-01-03 02:42:05,jnSdDd,40.1389968,Longmont,micro,-105.1227417,Main Brewery,80501,Colorado,1800 Pike Rd,2012-12-13 15:22:31,I1q8kK,35.2534666,Brevard,micro,-82.706852,Brevard,28712,North Carolina,342 Mountain Industrial Dr.,2017-03-16 05:29:16,TkDbDx,30.3835422,Austin,micro,-97.7142293,Oskar Blues,78758,Texas,10420 Metric Blvd,2017-06-17 20:25:49,G2jxYM,35.2535881,Brevard,micro,-82.7067671,North Carolina,28712,North Carolina,342 Mountain Industrial Drive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014-06-17 14:58:29,6iwkrE,N,N,verified,5,3.8,2.0,Irish Origin Ales,1.012,1.008,40,30,23.0,Classic Irish-Style Dry Stout,1.038,Dry Irish Stout,40,40
Oskar Blues Brewery,Rock Candy Hoppy Red,7.5,1997,q6vJUK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-01-03 02:42:05,jnSdDd,40.1389968,Longmont,micro,-105.1227417,Main Brewery,80501,Colorado,1800 Pike Rd,2012-12-13 15:22:31,I1q8kK,35.2534666,Brevard,micro,-82.706852,Brevard,28712,North Carolina,342 Mountain Industrial Dr.,2017-03-16 05:29:16,TkDbDx,30.3835422,Austin,micro,-97.7142293,Oskar Blues,78758,Texas,10420 Metric Blvd,2017-06-17 20:25:49,G2jxYM,35.2535881,Brevard,micro,-82.7067671,North Carolina,28712,North Carolina,342 Mountain Industrial Drive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-08-06 14:29:13,WBe09U,N,N,verified,10.5,7.9,3.0,North American Origin Ales,1.028,1.02,85,55,33.0,Imperial Red Ale,1.08,Imperial Red,15,10
Laughing Dog Brewing,Rocket Dog Rye I.P.A,6.9,2005,yX6twV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-01-03 02:42:00,1eKpO5,48.2980485,Ponderay,micro,-116.5461322,Main Brewery,83852,Idaho,1109 Fontaine drive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-01-03 02:44:06,yBrlNu,N,N,verified,7.5,6.3,3.0,North American Origin Ales,1.018,1.012,70,50,30.0,American-Style India Pale Ale,1.06,American IPA,14,6
Oskar Blues Brewery,Rockin Blues IPA,,1997,q6vJUK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-01-03 02:42:05,jnSdDd,40.1389968,Longmont,micro,-105.1227417,Main Brewery,80501,Colorado,1800 Pike Rd,2012-12-13 15:22:31,I1q8kK,35.2534666,Brevard,micro,-82.706852,Brevard,28712,North Carolina,342 Mountain Industrial Dr.,2017-03-16 05:29:16,TkDbDx,30.3835422,Austin,micro,-97.7142293,Oskar Blues,78758,Texas,10420 Metric Blvd,2017-06-17 20:25:49,G2jxYM,35.2535881,Brevard,micro,-82.7067671,North Carolina,28712,North Carolina,342 Mountain Industrial Drive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-09-11 01:52:24,tuzag8,N,N,verified,7.5,6.3,3.0,North American Origin Ales,1.018,1.012,70,50,30.0,American-Style India Pale Ale,1.06,American IPA,14,6
Jackalope Brewing Company,Rompo Red Rye (Bourbon Barrel Aged),5.2,2011,p1tFbP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-01-03 02:41:58,Syl46S,36.1503749,Nashville,micro,-86.779494,Main Brewery,37203,Tennessee,701 8th Avenue South,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-07-14 21:00:19,zkfPGW,Y,N,verified,,,11.0,Hybrid/mixed Beer,,,,,132.0,Wood- and Barrel-Aged Beer,,BBL Aged,,
Jackalope Brewing Company,Rompo Red Rye (Corsair Quinoa Whiskey Barrel Aged),,2011,p1tFbP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-01-03 02:41:58,Syl46S,36.1503749,Nashville,micro,-86.779494,Main Brewery,37203,Tennessee,701 8th Avenue South,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-07-14 21:25:04,M77aJE,Y,N,verified,,,11.0,Hybrid/mixed Beer,,,,,132.0,Wood- and Barrel-Aged Beer,,BBL Aged,,
Jackalope Brewing Company,Rompo Red Rye (Dickel),5.2,2011,p1tFbP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-01-03 02:41:58,Syl46S,36.1503749,Nashville,micro,-86.779494,Main Brewery,37203,Tennessee,701 8th Avenue South,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-07-14 21:28:55,akZCc6,Y,N,verified,,,11.0,Hybrid/mixed Beer,,,,,132.0,Wood- and Barrel-Aged Beer,,BBL Aged,,
Jackalope Brewing Company,Rompo Red Rye Ale,5.6,2011,p1tFbP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-01-03 02:41:58,Syl46S,36.1503749,Nashville,micro,-86.779494,Main Brewery,37203,Tennessee,701 8th Avenue South,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-02 22:18:26,TLdF50,N,N,verified,,,11.0,Hybrid/mixed Beer,,,,,117.0,Rye Ale or Lager with or without Yeast,,Rye Ale,,
Portsmouth Brewery,Royal Impy Stout,,1991,4F7QA9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-01-03 02:42:06,fKk5B1,43.0780069,Portsmouth,brewpub,-70.7575978,Main Brewpub,03801,New Hampshire,56 Market Street,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-03-08 13:11:38,WFjpOp,N,N,verified,12,7,3.0,North American Origin Ales,1.03,1.02,80,50,43.0,American-Style Imperial Stout,1.08,American Imperial Stout,40,40
Oskar Blues Brewery,Rum Barrel-Aged Ten Fidy,14.7,1997,q6vJUK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-01-03 02:42:05,jnSdDd,40.1389968,Longmont,micro,-105.1227417,Main Brewery,80501,Colorado,1800 Pike Rd,2012-12-13 15:22:31,I1q8kK,35.2534666,Brevard,micro,-82.706852,Brevard,28712,North Carolina,342 Mountain Industrial Dr.,2017-03-16 05:29:16,TkDbDx,30.3835422,Austin,micro,-97.7142293,Oskar Blues,78758,Texas,10420 Metric Blvd,2017-06-17 20:25:49,G2jxYM,35.2535881,Brevard,micro,-82.7067671,North Carolina,28712,North Carolina,342 Mountain Industrial Drive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-12-24 19:53:33,7faCP2,N,N,verified,12,7,3.0,North American Origin Ales,1.03,1.02,80,50,43.0,American-Style Imperial Stout,1.08,American Imperial Stout,40,40
Last Name Brewing,Runway IPA,6.2,2003,941OaA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-01-03 02:41:52,UFie4f,34.1091852,Upland,micro,-117.6909341,Main Brewery,91786,California,2120 Porterfield Way,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014-09-10 16:40:08,EzaTJ3,N,N,verified,5.5,4.5,6.0,International Ale Styles,1.014,1.008,42,30,73.0,International-Style Pale Ale,1.044,International Pale,14,6
New Holland Brewing Company,Russ' Revival,5.3,1996,AqEUBQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-01-03 02:42:03,awYZlE,42.7900238,Holland,micro,-86.1041945,New Holland Brewing,49423,Michigan,66 East 8th Street,2012-03-07 14:26:41,qncYRx,42.817486,Holland,office,-86.113203,"Production Campus, Sales & Marketing",49424,Michigan,684 Commerce Court,2012-03-07 14:27:26,T7LMbO,42.81753,Holland,production,-86.113203,Production Facility,49424,Michigan,690 Commerce Court,2014-09-03 13:59:03,JAvSVM,42.790018,Holland,micro,-86.104134,New Holland - Brew Pub,49423,Michigan,66 East 8th Street,2017-06-02 15:46:01,Db1S1w,42.9705881,Grand Rapids,restaurant,-85.6797148,The Knickerbocker,49504,Michigan,417 Bridge Street NW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-02-27 14:24:00,SjPBgM,N,N,verified,5,3.8,8.0,North American Lager,1.01,1.006,13,5,93.0,American-Style Lager,1.04,American Lager,4,2
New Holland Brewing Company,Rustiek-Barrel Aged Belgian Amber Ale,9.4,1996,AqEUBQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-01-03 02:42:03,awYZlE,42.7900238,Holland,micro,-86.1041945,New Holland Brewing,49423,Michigan,66 East 8th Street,2012-03-07 14:26:41,qncYRx,42.817486,Holland,office,-86.113203,"Production Campus, Sales & Marketing",49424,Michigan,684 Commerce Court,2012-03-07 14:27:26,T7LMbO,42.81753,Holland,production,-86.113203,Production Facility,49424,Michigan,690 Commerce Court,2014-09-03 13:59:03,JAvSVM,42.790018,Holland,micro,-86.104134,New Holland - Brew Pub,49423,Michigan,66 East 8th Street,2017-06-02 15:46:01,Db1S1w,42.9705881,Grand Rapids,restaurant,-85.6797148,The Knickerbocker,49504,Michigan,417 Bridge Street NW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014-09-05 03:00:28,HaN457,N,N,verified,6,4.5,3.0,North American Origin Ales,1.018,1.012,40,30,32.0,American-Style Amber/Red Ale,1.048,Amber,18,11
Sierra Nevada Brewing Company,Ruthless Rye IPA,6.6,1980,nHLlnK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-01-03 02:42:08,IaQrxj,39.7246028,Chico,micro,-121.8157154,Main Brewery,95928,California,1075 East 20th St,2012-03-29 20:56:05,aqLvLE,35.4303824,Fletcher,micro,-82.5489214,Asheville,28732,North Carolina,100 Sierra Nevada Way,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-01-04 03:03:07,qOKA1F,N,N,verified,7.5,6.3,3.0,North American Origin Ales,1.018,1.012,70,50,30.0,American-Style India Pale Ale,1.06,American IPA,14,6
Lagunitas Brewing Company,Ruthlessly Delicious,6.2,1993,nLsoQ9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-01-03 02:42:00,C0zPjd,38.272435,Petaluma,micro,-122.662346,Main Brewery,94954,California,1280 North McDowell Boulevard,2014-08-25 12:10:03,g2d9B7,41.8579099,Chicago,tasting,-87.691899,Chicago,60608,Illinois,2607 West 17th St.,2017-06-08 20:31:56,s38mA2,32.7784426,Charleston,tasting,-79.927534,Charleston Taproom & Beer Sanctuary,29401,South Carolina,161 E Bay St.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-05-05 22:41:07,f16hLl,N,N,verified,7.5,6.3,3.0,North American Origin Ales,1.018,1.012,70,50,30.0,American-Style India Pale Ale,1.06,American IPA,14,6
Wachusett Brewing Company,Ryde Beer,5,1994,DifSi4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-01-03 02:42:12,NbGMT2,42.5584168,Westminster,brewpub,-71.8707812,Main Brewery,01473,Massachusetts,175 State Road East,2018-08-09 19:53:11,sQW1Zu,42.5584727,WESTMINSTER,brewpub,-71.8706864,Wachusett Brew Yard,01473-1208,MA,175 State Rd E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-07 17:58:57,lMlLXZ,N,N,verified,,,11.0,Hybrid/mixed Beer,,,,,117.0,Rye Ale or Lager with or without Yeast,,Rye Ale,,
Jackalope Brewing Company,Rye Barrel Aged Cubcrawler,,2011,p1tFbP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-01-03 02:41:58,Syl46S,36.1503749,Nashville,micro,-86.779494,Main Brewery,37203,Tennessee,701 8th Avenue South,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-02 22:18:39,5fM3ER,N,N,verified,4,3.2,1.0,British Origin Ales,1.008,1.004,24,10,11.0,English-Style Dark Mild Ale,1.03,English Dark Mild,34,17
Lagunitas Brewing Company,Rye Cocoa Porter - ScareCity #2,10.2,1993,nLsoQ9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-01-03 02:42:00,C0zPjd,38.272435,Petaluma,micro,-122.662346,Main Brewery,94954,California,1280 North McDowell Boulevard,2014-08-25 12:10:03,g2d9B7,41.8579099,Chicago,tasting,-87.691899,Chicago,60608,Illinois,2607 West 17th St.,2017-06-08 20:31:56,s38mA2,32.7784426,Charleston,tasting,-79.927534,Charleston Taproom & Beer Sanctuary,29401,South Carolina,161 E Bay St.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-01-26 15:14:01,7bnlRC,N,N,verified,9.5,5.5,3.0,North American Origin Ales,1.03,1.02,50,35,158.0,American-Style Imperial Porter,1.08,American Imperial Porter,40,40
New Holland Brewing Company,Rye Hatter,6.12,1996,AqEUBQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-01-03 02:42:03,awYZlE,42.7900238,Holland,micro,-86.1041945,New Holland Brewing,49423,Michigan,66 East 8th Street,2012-03-07 14:26:41,qncYRx,42.817486,Holland,office,-86.113203,"Production Campus, Sales & Marketing",49424,Michigan,684 Commerce Court,2012-03-07 14:27:26,T7LMbO,42.81753,Holland,production,-86.113203,Production Facility,49424,Michigan,690 Commerce Court,2014-09-03 13:59:03,JAvSVM,42.790018,Holland,micro,-86.104134,New Holland - Brew Pub,49423,Michigan,66 East 8th Street,2017-06-02 15:46:01,Db1S1w,42.9705881,Grand Rapids,restaurant,-85.6797148,The Knickerbocker,49504,Michigan,417 Bridge Street NW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-01-03 02:44:07,zTJ86p,N,N,verified,5.5,3.5,11.0,Hybrid/mixed Beer,1.018,1.006,35,10,112.0,Light American Wheat Ale or Lager with Yeast,1.036,Wheat Ale,10,4
Dock Street Brewery,Rye IPA,6.8,1985,p3YrOa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-01-03 02:41:52,HFQ27P,39.9477956,West Philly,micro,-75.2229305,Main Brewery,19143,Pennsylvania,701 S. 50th Street,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-01-03 02:44:07,Y6VFJW,N,N,verified,7.5,6.3,3.0,North American Origin Ales,1.018,1.012,70,50,30.0,American-Style India Pale Ale,1.06,American IPA,14,6
Oskar Blues Brewery,Rye Times,,1997,q6vJUK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-01-03 02:42:05,jnSdDd,40.1389968,Longmont,micro,-105.1227417,Main Brewery,80501,Colorado,1800 Pike Rd,2012-12-13 15:22:31,I1q8kK,35.2534666,Brevard,micro,-82.706852,Brevard,28712,North Carolina,342 Mountain Industrial Dr.,2017-03-16 05:29:16,TkDbDx,30.3835422,Austin,micro,-97.7142293,Oskar Blues,78758,Texas,10420 Metric Blvd,2017-06-17 20:25:49,G2jxYM,35.2535881,Brevard,micro,-82.7067671,North Carolina,28712,North Carolina,342 Mountain Industrial Drive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-03 21:34:47,HyTdTM,N,N,verified,,,11.0,Hybrid/mixed Beer,,,,,117.0,Rye Ale or Lager with or without Yeast,,Rye Ale,,
Sierra Nevada Brewing Company,Rye Way 117,7.4,1980,nHLlnK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-01-03 02:42:08,IaQrxj,39.7246028,Chico,micro,-121.8157154,Main Brewery,95928,California,1075 East 20th St,2012-03-29 20:56:05,aqLvLE,35.4303824,Fletcher,micro,-82.5489214,Asheville,28732,North Carolina,100 Sierra Nevada Way,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014-04-17 11:31:11,VdK5qM,N,N,verified,12,2.5,11.0,Hybrid/mixed Beer,1.03,1.006,100,,126.0,Specialty Honey Lager or Ale,1.03,Honey Beer,100,1
Sierra Nevada Brewing Company,Ryeday the 13th,5.5,1980,nHLlnK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-01-03 02:42:08,IaQrxj,39.7246028,Chico,micro,-121.8157154,Main Brewery,95928,California,1075 East 20th St,2012-03-29 20:56:05,aqLvLE,35.4303824,Fletcher,micro,-82.5489214,Asheville,28732,North Carolina,100 Sierra Nevada Way,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-11-21 17:24:48,lDDTXD,N,N,verified,,,11.0,Hybrid/mixed Beer,,,,,117.0,Rye Ale or Lager with or without Yeast,,Rye Ale,,
Oskar Blues Brewery,S Bus Imperial Brown,,1997,q6vJUK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-01-03 02:42:05,jnSdDd,40.1389968,Longmont,micro,-105.1227417,Main Brewery,80501,Colorado,1800 Pike Rd,2012-12-13 15:22:31,I1q8kK,35.2534666,Brevard,micro,-82.706852,Brevard,28712,North Carolina,342 Mountain Industrial Dr.,2017-03-16 05:29:16,TkDbDx,30.3835422,Austin,micro,-97.7142293,Oskar Blues,78758,Texas,10420 Metric Blvd,2017-06-17 20:25:49,G2jxYM,35.2535881,Brevard,micro,-82.7067671,North Carolina,28712,North Carolina,342 Mountain Industrial Drive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-03 21:36:19,WbvFmE,N,N,verified,6.4,4,3.0,North American Origin Ales,1.018,1.01,45,25,37.0,American-Style Brown Ale,1.04,American Brown,26,15
Lagunitas Brewing Company,Sacramento Beer Week Beer,9,1993,nLsoQ9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-01-03 02:42:00,C0zPjd,38.272435,Petaluma,micro,-122.662346,Main Brewery,94954,California,1280 North McDowell Boulevard,2014-08-25 12:10:03,g2d9B7,41.8579099,Chicago,tasting,-87.691899,Chicago,60608,Illinois,2607 West 17th St.,2017-06-08 20:31:56,s38mA2,32.7784426,Charleston,tasting,-79.927534,Charleston Taproom & Beer Sanctuary,29401,South Carolina,161 E Bay St.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-01-03 02:44:08,a5LtHp,N,N,verified,25,2.5,11.0,Hybrid/mixed Beer,1.03,1.006,100,,125.0,Specialty Beer,1.03,Specialty,100,1
